Chr	Start	End	Location	Gene.Name	padj_Old_CD49bneg_vs_Juvenile_CD49bpos	log2FoldChange_Old_CD49bneg_vs_Juvenile_CD49bpos
chr5	43853219	43856147	Merged-chr5-43854950-105	Cd38	3.39511983276655e-05	0.483999289990824
chr8	18921197	18921562	Merged-chr8-18921370-3	Xkr5	3.40080855856266e-05	1.45998818205952
chr8	11233631	11235603	Merged-chr8-11234455-44	Col4a2	3.40321614355547e-05	0.394047834644231
chr19	45046412	45048609	Merged-chr19-45047549-57	Sfxn3	3.40503456415068e-05	0.310927096748231
chr2	102743895	102746132	Merged-chr2-102745090-72	Gm13872	3.41176938870019e-05	0.455766113251516
chr14	54253486	54254592	Merged-chr14-54254016-57	Abhd4	3.41375756080988e-05	0.332948794099523
chr2	150743732	150744704	Merged-chr2-150744463-4	Entpd6	3.41698249949836e-05	1.0689109081876
chr9	107833628	107834701	Merged-chr9-107834075-38	Rbm6	3.42017755301485e-05	0.783838971302006
chr8	107139464	107140994	Merged-chr8-107139906-53	Cyb5b	3.42214672136813e-05	0.662716106541144
chr9	56417270	56419622	Merged-chr9-56418410-57	Hmg20a	3.42266324795923e-05	0.364311064020949
chr14	40899152	40900993	Merged-chr14-40899698-28	Sh2d4b	3.43501314476949e-05	0.563076616226669
chr7	117912954	117915241	Merged-chr7-117914068-29	Rps15a	3.43916525340187e-05	0.785225800387794
chr4	149696384	149699142	Merged-chr4-149697646-80	Pik3cd	3.44087402514803e-05	0.318207967644267
chr4	115056206	115058906	Merged-chr4-115057372-63	Tal1	3.4511747912704e-05	0.407723197620364
chr16	94327672	94329966	Merged-chr16-94328866-58	Ripply3	3.46906121380327e-05	0.431043328374335
chr3	86223596	86225643	Merged-chr3-86224521-57	Lrba	3.47490829620129e-05	0.333171154029448
chr11	49237294	49238238	Merged-chr11-49237823-53	Mgat1	3.47490829620129e-05	0.710859549559094
chr1	131754297	131755519	Merged-chr1-131754984-57	Slc26a9	3.4793158717094e-05	0.53537327896453
chr17	65540317	65541514	Merged-chr17-65540962-56	Tmem232	3.48713774272094e-05	0.590434417333483
chr10	127480870	127482861	Merged-chr10-127481507-57	Stac3	3.48713774272094e-05	0.363691606916347
chr6	91622260	91623267	Merged-chr6-91622694-32	Slc6a6	3.50039870986809e-05	0.729825311838219
chr3	122418749	122421070	Merged-chr3-122419947-57	Bcar3	3.5009949030884e-05	0.403327420853354
chr11	78825690	78827230	Merged-chr11-78826562-57	Lyrm9	3.52276718910782e-05	0.453073466806314
chr11	77512700	77516079	Merged-chr11-77514348-90	Abhd15	3.53669435957433e-05	0.281055731232965
chr10	115518187	115519511	Merged-chr10-115518992-44	A930009A15Rik	3.54785226881287e-05	0.493613316211155
chr14	67199683	67200579	Merged-chr14-67200140-30	Ebf2	3.56902362780947e-05	0.51586189853958
chr12	74824268	74825695	Merged-chr12-74825105-55	Kcnh5	3.57841950078644e-05	0.659511254147285
chr10	68282187	68283557	Merged-chr10-68282916-57	Arid5b	3.57841950078644e-05	0.367943343116828
chr13	41929606	41930275	Merged-chr13-41929921-16	Gm10790	3.59241341879505e-05	1.33620720213511
chr19	55740832	55744724	Merged-chr19-55742655-73	Tcf7l2	3.61779340136296e-05	0.271687254544336
chr14	70583127	70585038	Merged-chr14-70584190-48	Nudt18	3.63746744763785e-05	0.672915771892162
chr11	106500294	106502053	Merged-chr11-106501186-57	Snord104	3.63983561236787e-05	0.379807633983474
chr15	93950187	93951048	Merged-chr15-93950591-28	9430014N10Rik	3.65056353957306e-05	1.02737819082587
chr12	16845366	16845656	Merged-chr12-16845503-3	E2f6	3.69215122233744e-05	1.56516629397858
chr11	96475715	96476576	Merged-chr11-96476172-39	Skap1	3.69249820927364e-05	0.860543963841819
chr5	107749057	107750539	Merged-chr5-107749729-57	Gfi1	3.70615543985917e-05	0.438858892553615
chr9	58947914	58949265	Merged-chr9-58948410-22	Neo1	3.7152245753285e-05	1.06304068741132
chr16	84810349	84810608	Merged-chr16-84810473-2	Atp5j	3.74051440310349e-05	1.80812413291844
chr5	137785231	137788053	Merged-chr5-137786818-57	Mepce	3.76867718081131e-05	0.352324451504098
chr2	152809981	152810608	Merged-chr2-152810302-19	Bcl2l1	3.77897100532143e-05	0.97727536915793
chr13	56158497	56160511	Merged-chr13-56159543-57	Tifab	3.78217185585305e-05	0.390420662095655
chr15	98880708	98881996	Merged-chr15-98881356-57	Rhebl1	3.8085817432732e-05	0.323912066954533
chr3	51727266	51729401	Merged-chr3-51728180-57	Mgst2	3.83362404264866e-05	0.502347366434026
chr13	91374248	91374582	Merged-chr13-91374409-8	A830009L08Rik	3.84632348920952e-05	0.958966737690571
chr10	78573762	78575671	Merged-chr10-78574758-57	Ilvbl	3.86648785868627e-05	0.336363246863026
chr6	137557199	137560943	Merged-chr6-137559144-88	Eps8	3.86934391756684e-05	0.41698287706913
chr4	85953098	85954750	Merged-chr4-85953761-54	Adamtsl1	3.86934391756684e-05	0.552713806262621
chr2	135711020	135713365	Merged-chr2-135712119-54	Plcb4	3.87578861213254e-05	0.603361780562165
chr15	103239201	103241190	Merged-chr15-103240163-57	Hnrnpa1	3.88857215652177e-05	0.301086241503646
chr6	55338921	55339525	Merged-chr6-55339225-16	Aqp1	3.89426993919319e-05	0.827265042095732
chr12	86078490	86079851	Merged-chr12-86079223-57	Tgfb3	3.89582031785672e-05	0.375960214772617
chr19	34729262	34730173	Merged-chr19-34729758-43	Slc16a12	3.89899485756828e-05	0.729476880654158
chr13	54610339	54612090	Merged-chr13-54611204-57	Cltb	3.90326566007928e-05	0.387342231957314
chr9	95353550	95355186	Merged-chr9-95354197-43	Chst2	3.93389355843004e-05	0.634751743896947
chr3	148411673	148413691	Merged-chr3-148412647-53	Adgrl2	3.93498686616014e-05	0.671913008883484
chr10	15299975	15301552	Merged-chr10-15300495-57	C330004P14Rik	3.95350773576551e-05	0.599452124182894
chr11	80820849	80821968	Merged-chr11-80821484-29	Tmem98	3.95358717241541e-05	0.7340086298369
chr7	45922504	45924713	Merged-chr7-45923707-57	Ccdc114	3.95589363825561e-05	0.255524629398339
chr13	109209532	109213264	Merged-chr13-109211717-81	Mir582	3.95860543321807e-05	0.44476682601608
chr12	21204668	21205652	Merged-chr12-21205160-32	Itgb1bp1	3.9810685887349e-05	0.576812952145469
chr12	82168660	82171815	Merged-chr12-82169983-60	Sipa1l1	3.98436662929608e-05	0.283783017509507
chr14	102979879	102983680	Merged-chr14-102982111-57	Mir5130	4.00560043339252e-05	0.242495243674669
chrX	36550677	36553007	Merged-chrX-36551858-73	Pgrmc1	4.01053032879682e-05	0.42292229734067
chr4	102275876	102276408	Merged-chr4-102276105-10	Pde4b	4.05135289578042e-05	1.65835150557612
chr10	26798610	26800260	Merged-chr10-26799653-57	Arhgap18	4.05230890391926e-05	0.388232240618239
chr19	32755407	32758527	Merged-chr19-32756985-57	Pten	4.05238944054405e-05	0.277845749393218
chr13	48977688	48979528	Merged-chr13-48978307-57	Fam120aos	4.05463648682174e-05	0.501706879800191
chr19	37543415	37544230	Merged-chr19-37543819-39	Exoc6	4.12539709205529e-05	0.842524899773022
chr5	101700419	101701351	Merged-chr5-101700801-34	Nkx6-1	4.13441662117984e-05	0.936987699090076
chr6	115808038	115809304	Merged-chr6-115808765-57	Rpl32	4.13678307166641e-05	0.494986323303439
chr2	18585625	18588519	Merged-chr2-18587190-67	Commd3	4.14414336978648e-05	0.37543013347047
chr10	77032531	77035693	Merged-chr10-77033483-60	Slc19a1	4.14987756405996e-05	0.253806503604328
chr8	36532474	36534106	Merged-chr8-36533265-57	Trmt9b	4.18598941795597e-05	0.36167514782429
chr5	51551820	51554271	Merged-chr5-51552971-59	Ppargc1a	4.19260328998819e-05	0.36187359119658
chr2	32965653	32967945	Merged-chr2-32967099-57	Snora65	4.20260191000021e-05	0.292740982109664
chr19	59388622	59389818	Merged-chr19-59389287-57	Pdzd8	4.223642785096e-05	0.424024844420492
chr6	107529140	107531634	Merged-chr6-107530295-50	Lrrn1	4.22894643851367e-05	0.53750030400489
chr11	96348023	96348537	Merged-chr11-96348277-7	Hoxb2	4.234621695238e-05	0.861475694714394
chr13	46090632	46092282	Merged-chr13-46091473-44	Atxn1	4.24166615485974e-05	0.609877749261275
chr9	119155962	119157558	Merged-chr9-119156621-57	Acaa1b	4.24425959784048e-05	0.436325144325664
chr11	60536596	60540020	Merged-chr11-60537991-57	Alkbh5	4.26295730414493e-05	0.263827728987159
chr7	45621295	45622002	Merged-chr7-45621665-29	Izumo1	4.26868419566169e-05	1.067181269628
chr6	144780618	144783327	Merged-chr6-144782029-59	Sox5os3	4.28413480583608e-05	0.422466983828957
chr11	23496650	23498860	Merged-chr11-23497942-57	Ahsa2	4.28995307615896e-05	0.336310494827717
chr3	127121398	127122010	Merged-chr3-127121703-17	LOC100862268	4.29092437669206e-05	0.944427228498933
chr11	55120398	55121957	Merged-chr11-55121159-57	Gm2a	4.32714474202537e-05	0.503231047477173
chr6	141050181	141051470	Merged-chr6-141050778-31	Pde3a	4.33579048242562e-05	1.11287953521049
chr7	81344498	81345829	Merged-chr7-81345200-57	Rps17	4.35962399952774e-05	0.448355211098458
chr5	103697956	103698738	Merged-chr5-103698319-33	1700016H13Rik	4.37585375406741e-05	0.785920365590986
chr5	148896756	148898705	Merged-chr5-148897773-56	Katnal1	4.38175458473443e-05	0.43726522082351
chr19	34021422	34023046	Merged-chr19-34022223-39	Lipk	4.38214648080298e-05	0.734576279683959
chr1	161400122	161400575	Merged-chr1-161400402-14	Tnfsf4	4.38321102673166e-05	0.798421945169679
chr12	86725569	86726808	Merged-chr12-86726163-57	Gm32755	4.3929174706195e-05	0.332904571569884
chr3	108013293	108013787	Merged-chr3-108013523-42	Gstm1	4.39754690352545e-05	0.586365922437953
chr2	18764932	18767636	Merged-chr2-18766540-58	Gm3363	4.40942557182349e-05	0.376040019841226
chr3	27689242	27691201	Merged-chr3-27690116-57	Fndc3b	4.42330498157851e-05	0.484156921542755
chr4	127076638	127078160	Merged-chr4-127077276-57	Zmym6	4.42330498157851e-05	0.366537923003952
chr17	84921428	84922959	Merged-chr17-84922062-34	Ppm1b	4.42330498157851e-05	0.741759518783798
chr14	121110626	121111507	Merged-chr14-121111073-30	Farp1	4.42468304171082e-05	0.71303739753634
chr17	35378721	35381040	Merged-chr17-35379853-57	H2-Q4	4.43818604698082e-05	0.290340548911102
chr9	69164573	69166207	Merged-chr9-69165505-51	Rora	4.44299236508344e-05	0.459238141267594
chr12	4435522	4436966	Merged-chr12-4436292-45	Ncoa1	4.44552770357873e-05	0.790545865665611
chr15	6568782	6569773	Merged-chr15-6569289-54	Fyb	4.44812838716897e-05	0.698243691833628
chr10	119614609	119617031	Merged-chr10-119615268-45	Grip1os2	4.45606055053731e-05	0.50759009692366
chr8	22442826	22444394	Merged-chr8-22443369-39	Mrps31	4.46397795620855e-05	0.822232242439723
chr10	82813758	82815035	Merged-chr10-82814374-57	1700028I16Rik	4.46685446011784e-05	0.469787975382793
chr12	28635008	28636676	Merged-chr12-28635807-57	Rps7	4.46685446011784e-05	0.376821705184782
chr13	24638211	24640789	Merged-chr13-24639346-61	Ripor2	4.48961910432665e-05	0.322795539706737
chr13	12574397	12575720	Merged-chr13-12575124-55	Ero1lb	4.50093370342291e-05	0.503800651094866
chr3	89277689	89278508	Merged-chr3-89278056-10	Efna1	4.5042740041689e-05	0.795977237988266
chr14	22586983	22588318	Merged-chr14-22587689-44	4930405A10Rik	4.52861588652122e-05	0.631897086556553
chrX	53340376	53342132	Merged-chrX-53341322-42	Mospd1	4.52866194132272e-05	0.732811785400814
chr6	129423073	129426634	Merged-chr6-129424652-84	Clec9a	4.53277732820435e-05	0.458760702674427
chr2	117021746	117022785	Merged-chr2-117022081-38	Spred1	4.54603544346929e-05	1.0365537485436
chr6	115768102	115768780	Merged-chr6-115768462-44	Tmem40	4.57945400590089e-05	0.433726897750524
chr4	9337110	9338736	Merged-chr4-9337682-55	Clvs1	4.5807153302453e-05	0.50027745979634
chr10	112050881	112052393	Merged-chr10-112051446-50	Glipr1l1	4.59602585186335e-05	0.730111997711748
chr11	89059837	89061627	Merged-chr11-89060540-57	Dgke	4.59608404772903e-05	0.412202011842305
chr2	158162967	158163562	Merged-chr2-158163241-49	Tgm2	4.59970830098804e-05	0.539283969311333
chr1	193188894	193189862	Merged-chr1-193189342-11	Traf3ip3	4.6003660479287e-05	1.04664770064484
chr4	95556782	95558424	Merged-chr4-95557512-57	Fggy	4.61482990109122e-05	0.413737099792972
chr15	61770466	61771522	Merged-chr15-61770979-46	D030024E09Rik	4.62012167941119e-05	0.621781466946129
chr10	10737195	10737901	Merged-chr10-10737500-29	4930567K20Rik	4.62138310991508e-05	0.72321705345433
chr5	64701199	64703534	Merged-chr5-64702070-61	Gm3716	4.6261813506703e-05	0.52605124294685
chr14	75178379	75181786	Merged-chr14-75179711-71	Lcp1	4.6261813506703e-05	0.304204183478892
chr1	156034928	156037704	Merged-chr1-156036369-57	Tor1aip1	4.62987291573931e-05	0.313410869545148
chr11	109896068	109896824	Merged-chr11-109896405-18	1700023C21Rik	4.64564058167359e-05	1.0945670191006
chr1	41810260	41811066	Merged-chr1-41810658-33	4930448I06Rik	4.66388434483566e-05	0.603035080220327
chr5	8570891	8571993	Merged-chr5-8571459-30	Abcb1a	4.69510287135878e-05	0.856766573194906
chr15	58584521	58586179	Merged-chr15-58585649-45	Fer1l6	4.69737217123484e-05	0.727314859534038
chr17	9528449	9529938	Merged-chr17-9529455-32	Pabpc6	4.70341260271589e-05	0.749014013521884
chr11	70220291	70222338	Merged-chr11-70221272-57	Slc16a13	4.7117023518847e-05	0.303442391255477
chr3	106976185	106977187	Merged-chr3-106976751-19	Kcna3	4.71386118846422e-05	1.00411311931874
chr10	122912464	122913558	Merged-chr10-122912994-57	Mirlet7i	4.71591084993343e-05	0.608111395491006
chr12	111429111	111431107	Merged-chr12-111430080-58	Tnfaip2	4.73190477469823e-05	0.333563372462414
chr11	89984943	89986043	Merged-chr11-89985472-57	Pctp	4.75697776928086e-05	0.438664998784461
chr2	118306223	118308468	Merged-chr2-118307451-57	1700054M17Rik	4.77362839802648e-05	0.32672164540273
chr12	34680103	34681561	Merged-chr12-34681000-45	Hdac9	4.78706529216035e-05	0.725629676348053
chr5	86065167	86067170	Merged-chr5-86066137-57	Cenpc1	4.80734752575118e-05	0.353823202618697
chr9	117858524	117860707	Merged-chr9-117859788-45	Azi2	4.82987949170443e-05	0.456185002042505
chr5	115235132	115236509	Merged-chr5-115235812-57	Pop5	4.83595567786406e-05	0.345539429182279
chr14	79648980	79650634	Merged-chr14-79649933-43	Cnmd	4.85862531079622e-05	0.48381404953603
chr16	30008114	30010723	Merged-chr16-30009122-57	4632428C04Rik	4.87163247661575e-05	0.359825066422759
chr10	59589147	59590527	Merged-chr10-59589886-57	Mcu	4.87204071800048e-05	0.458220082691219
chr2	60877747	60878551	Merged-chr2-60878114-56	Rbms1	4.88702135714036e-05	0.572515930444422
chr6	94499702	94500912	Merged-chr6-94500317-57	Slc25a26	4.88820748552086e-05	0.469042001344471
chr14	104900901	104902012	Merged-chr14-104901422-47	D130009I18Rik	4.90216704530236e-05	0.540942496499152
chr5	143674497	143675378	Merged-chr5-143674846-42	Cyth3	4.90877572522659e-05	0.713504377871483
chr18	35497654	35499587	Merged-chr18-35498754-57	Sil1	4.91320465467801e-05	0.394737323637711
chr16	50729140	50729754	Merged-chr16-50729469-19	Mir6363	4.91920560579847e-05	0.765113696275068
chr19	45790056	45791163	Merged-chr19-45790661-57	Oga	4.92278829894183e-05	0.413224229639814
chr4	86883489	86884156	Merged-chr4-86883786-6	Acer2	4.93393499424298e-05	0.867767273807028
chr5	32949791	32951592	Merged-chr5-32950814-37	Ywhah	4.94252654050092e-05	0.79622342520367
chr14	105730707	105733638	Merged-chr14-105732195-84	Mir6390	4.98061055856326e-05	0.303654183610433
chr18	14282735	14283785	Merged-chr18-14283168-41	8430422H06Rik	4.98113358511777e-05	0.73457089003448
chr1	130727770	130728936	Merged-chr1-130728278-30	Pfkfb2	5.00044512729766e-05	0.513263774372097
chr11	94543665	94544382	Merged-chr11-94544060-50	Rsad1	5.02515179700793e-05	0.646018801703026
chr12	16145273	16146458	Merged-chr12-16145809-30	Trib2	5.03113220499569e-05	0.827366312035565
chr2	163646568	163646754	Merged-chr2-163646661-1	Serinc3	5.04343275262312e-05	1.26898875149628
chr14	121646361	121649261	Merged-chr14-121647875-70	Dock9	5.05647513934927e-05	0.405735133767559
chr15	97766244	97769091	Merged-chr15-97767710-57	Rapgef3	5.07964958290699e-05	0.2950318100238
chr12	32054144	32055107	Merged-chr12-32054512-9	Prkar2b	5.08274433296345e-05	0.969224100015785
chr13	103211269	103212703	Merged-chr13-103212106-36	Mast4	5.09562649781378e-05	0.628846662575542
chr6	81821108	81821552	Merged-chr6-81821366-3	Mir7232	5.09943358533608e-05	1.94432353428946
chr13	58593016	58593600	Merged-chr13-58593310-41	Slc28a3	5.11631420132435e-05	0.899069510443345
chr17	79378424	79379938	Merged-chr17-79379395-49	Cdc42ep3	5.12824359833697e-05	0.422028869016507
chr4	87358996	87360204	Merged-chr4-87359641-50	Slc24a2	5.14458128825735e-05	0.666246824261142
chr17	80476444	80476916	Merged-chr17-80476658-5	Sos1	5.158854799194e-05	0.973873374924105
chr4	19332622	19333551	Merged-chr4-19333028-41	Cngb3	5.15906885722463e-05	0.666772482383909
chr13	101119232	101120056	Merged-chr13-101119701-11	5930438M14Rik	5.15906885722463e-05	1.29106694049142
chr6	84582927	84585556	Merged-chr6-84584014-59	Cyp26b1	5.16036353880218e-05	0.34657784278548
chr2	28523440	28524227	Merged-chr2-28523884-49	Ralgds	5.16036353880218e-05	0.523525346726329
chr10	40969025	40969997	Merged-chr10-40969641-32	Wasf1	5.18150375868759e-05	0.716772102734349
chr16	35918487	35919611	Merged-chr16-35919108-57	Parp9	5.24909156047308e-05	0.449075456165365
chr12	12561442	12563033	Merged-chr12-12562326-51	Gm34637	5.25415912465564e-05	0.467067510416331
chr11	116101537	116103045	Merged-chr11-116102195-55	Trim47	5.25529235836214e-05	0.426683009543815
chr16	84813383	84815275	Merged-chr16-84814498-57	Atp5j	5.26581356189569e-05	0.422399918353303
chr9	27191379	27194053	Merged-chr9-27192673-72	Jam3	5.26886940588297e-05	0.286787791796531
chr5	5071257	5072027	Merged-chr5-5071689-26	Cdk14	5.2916590489063e-05	0.990843792668977
chr1	106711607	106715340	Merged-chr1-106713451-107	Bcl2	5.29950680982501e-05	0.306102604383919
chr16	8512428	8514099	Merged-chr16-8513316-50	Abat	5.31312741956612e-05	0.599510705782001
chr3	96576186	96577510	Merged-chr3-96576795-57	Gm15441	5.31312741956612e-05	0.375626684602484
chr11	115364966	115368022	Merged-chr11-115366926-65	Hid1	5.31312741956612e-05	0.337345933367297
chr3	57735374	57737107	Merged-chr3-57736204-57	Rnf13	5.31513676790847e-05	0.405974957386201
chr10	115314218	115316486	Merged-chr10-115315331-57	Rab21	5.32801561912205e-05	0.379949554059322
chr9	123339277	123341486	Merged-chr9-123340190-40	Lars2	5.36030474746249e-05	0.782134974957669
chr11	51619082	51620372	Merged-chr11-51619717-57	Nhp2	5.37622115509244e-05	0.370184710074035
chr2	10013878	10014311	Merged-chr2-10014113-4	Taf3	5.41279900470626e-05	1.20302156975729
chr10	68673036	68674202	Merged-chr10-68673721-53	Tmem26	5.41760412794985e-05	0.492065069836402
chr7	126797745	126800398	Merged-chr7-126799169-58	Aldoa	5.41952908613608e-05	0.283370610190695
chr16	57685970	57687095	Merged-chr16-57686585-30	Col8a1	5.43514473670537e-05	0.885262311735965
chr3	132868665	132869252	Merged-chr3-132869008-16	Gm29811	5.46940015471254e-05	0.959862727086624
chr13	45929548	45930214	Merged-chr13-45929909-41	Atxn1	5.48115051018396e-05	0.825659844691468
chr5	123057406	123061045	Merged-chr5-123058768-74	Morn3	5.49193446132969e-05	0.326753497958455
chr12	51847658	51848616	Merged-chr12-51848133-53	Hectd1	5.5071886668162e-05	0.449821788077253
chr4	142088777	142089156	Merged-chr4-142088985-13	Tmem51	5.51989247137956e-05	0.929132214051448
chr1	34510135	34511625	Merged-chr1-34510890-57	Prss39	5.52927573066915e-05	0.319529391520103
chr14	22215427	22216336	Merged-chr14-22216002-28	Lrmda	5.53461123901895e-05	0.846514480276528
chr9	62420657	62421740	Merged-chr9-62421215-57	Anp32a	5.56523221520717e-05	0.466205311901829
chr11	87736490	87738126	Merged-chr11-87737252-57	Supt4a	5.56660885670342e-05	0.338816832858693
chr13	52988564	52989927	Merged-chr13-52989130-55	Nfil3	5.56660885670342e-05	0.487545174093182
chr16	32124224	32125415	Merged-chr16-32124790-56	Cep19	5.59503461917963e-05	0.631901230551721
chr12	17689905	17693404	Merged-chr12-17691608-57	Hpcal1	5.61482853062387e-05	0.278264717864547
chr10	95322213	95324439	Merged-chr10-95323503-65	Cradd	5.61763638281233e-05	0.383816244032575
chr17	86205622	86206895	Merged-chr17-86206427-53	Prkce	5.61763638281233e-05	0.561013839192704
chr3	105894498	105895892	Merged-chr3-105895138-57	Adora3	5.62267350194848e-05	0.35120090341052
chr10	121350076	121352445	Merged-chr10-121351178-57	Tbc1d30	5.6383421272529e-05	0.431123205122959
chr8	8866886	8869850	Merged-chr8-8868383-69	Arglu1	5.64410888610745e-05	0.459969924809898
chr2	168472728	168475126	Merged-chr2-168473483-63	Nfatc2	5.67210732838837e-05	0.336012168558324
chr6	17628237	17630421	Merged-chr6-17629419-57	Capza2	5.68880568638611e-05	0.48040739380554
chr15	79327066	79328857	Merged-chr15-79327997-57	Pla2g6	5.71511795346293e-05	0.29655262043842
chr1	182959124	182960916	Merged-chr1-182959952-57	Tlr5	5.7428940205163e-05	0.41610219653897
chr17	15083112	15085402	Merged-chr17-15084330-48	Ermard	5.74406543759166e-05	0.353369053520385
chr13	101540182	101542049	Merged-chr13-101540774-58	4922502H24Rik	5.77259098307782e-05	0.460706530922976
chr8	35433426	35434512	Merged-chr8-35434039-55	Ppp1r3b	5.79907376551493e-05	0.545362687499308
chr7	83904376	83906005	Merged-chr7-83905085-57	Mesd	5.80603867693711e-05	0.554923961253734
chr1	86257912	86259101	Merged-chr1-86258497-42	B3gnt7	5.83784728625068e-05	0.562115566827103
chr4	10769573	10770814	Merged-chr4-10770188-54	1700123O12Rik	5.83945226047052e-05	0.432089871168858
chr4	115088274	115089804	Merged-chr4-115088930-57	Pdzk1ip1	5.83954243478157e-05	0.451488457843576
chr9	70206964	70209086	Merged-chr9-70207773-57	Myo1e	5.84266412684184e-05	0.426735667285935
chr1	154117424	154118916	Merged-chr1-154118229-57	Zfp648	5.8488843161557e-05	0.456996795512572
chr9	61369081	61374731	Merged-chr9-61372071-75	Tle3	5.8488843161557e-05	0.247395007029045
chr1	144311105	144314999	Merged-chr1-144313081-49	Rgs1	5.8488843161557e-05	0.537382536372165
chr5	90757602	90760097	Merged-chr5-90758855-66	Cxcl5	5.86303051765685e-05	0.562150296415032
chr1	13688339	13689673	Merged-chr1-13689030-35	Xkr9	5.8654505473405e-05	0.812049226057044
chr1	16110584	16112438	Merged-chr1-16111472-19	Rdh10	5.86875874590458e-05	0.853653123928386
chr2	145785083	145787519	Merged-chr2-145786361-57	Rin2	5.88709601266873e-05	0.42896048916602
chr13	112010369	112011597	Merged-chr13-112011062-26	Gm15326	5.89291840034782e-05	0.880730698148167
chr7	84142791	84144498	Merged-chr7-84143417-57	Abhd17c	5.90191231695102e-05	0.584445150315682
chr14	47567481	47569064	Merged-chr14-47568353-57	Atg14	5.91513971980258e-05	0.456173867106862
chr3	70103663	70105155	Merged-chr3-70104450-57	Otol1	5.92734142363151e-05	0.530180013585984
chr11	101357345	101358487	Merged-chr11-101357816-48	G6pc	5.94563707698977e-05	0.62081006199063
chr3	137610560	137611847	Merged-chr3-137611110-57	Ddit4l	5.9582376493304e-05	0.65269283218682
chr13	95630570	95631011	Merged-chr13-95630803-6	F2r	5.97221214366634e-05	1.78114484254147
chr9	41067789	41068605	Merged-chr9-41068129-57	Ubash3b	5.98233642669902e-05	0.505945688756683
chr7	126897044	126898725	Merged-chr7-126897920-57	Tmem219	5.98957620366574e-05	0.379488527526494
chr5	107944672	107945113	Merged-chr5-107944935-3	Dipk1a	5.98994908100996e-05	1.34421068353815
chr15	41741633	41742473	Merged-chr15-41742008-28	Oxr1	5.99973388888802e-05	1.10066559555631
chr11	110860272	110860824	Merged-chr11-110860574-8	Kcnj16	6.00463528317485e-05	1.35305999544578
chr12	53251091	53254623	Merged-chr12-53252864-60	Npas3	6.00509658506202e-05	0.394895311400672
chr13	102572839	102574284	Merged-chr13-102573411-57	Cd180	6.00659969823337e-05	0.488320237154608
chr5	122546930	122549152	Merged-chr5-122547502-59	Atp2a2	6.01358253033482e-05	0.577679305175508
chr3	26753816	26754016	Merged-chr3-26753916-1	Spata16	6.01982644460514e-05	3.03492375543219
chr7	104352321	104354267	Merged-chr7-104353271-57	Trim12c	6.02457891670197e-05	0.331678421787527
chr9	68875835	68877874	Merged-chr9-68876653-52	9530091C08Rik	6.04030639192371e-05	0.620477962649548
chr15	64301493	64301860	Merged-chr15-64301679-18	Asap1	6.04030639192371e-05	1.08157762483281
chr6	88202211	88204953	Merged-chr6-88203259-57	Gata2	6.05779705130878e-05	0.346349863749994
chr17	5591338	5592216	Merged-chr17-5591794-40	Zdhhc14	6.06063706766397e-05	0.681843641336108
chr19	32679923	32681985	Merged-chr19-32680962-43	Atad1	6.07399276635128e-05	0.779599250283672
chr14	78396809	78399070	Merged-chr14-78397638-30	Tnfsf11	6.0844356244737e-05	0.677521278838713
chr10	89461530	89462503	Merged-chr10-89462117-57	Gas2l3	6.10104665754633e-05	0.490377699400603
chr16	59638393	59640049	Merged-chr16-59639307-57	Arl6	6.10940049015968e-05	0.357054364160483
chr8	46738763	46742058	Merged-chr8-46740496-60	Irf2	6.12672488735813e-05	0.307945038007391
chr2	65667892	65669840	Merged-chr2-65668812-50	Scn2a	6.16778452077724e-05	0.575864502573921
chr17	26537660	26538597	Merged-chr17-26538155-49	Ergic1	6.16778452077724e-05	0.506826741964594
chr12	73949077	73950272	Merged-chr12-73949793-55	Snapc1	6.18383595026818e-05	0.562089813267814
chr13	100743521	100745287	Merged-chr13-100744419-57	Mrps36	6.19280367812588e-05	0.335963356566339
chr5	8797863	8799113	Merged-chr5-8798470-57	Gm5106	6.1930927411342e-05	0.401009605951144
chr6	125164343	125167504	Merged-chr6-125165826-58	Gapdh	6.21135703762133e-05	0.245181777375936
chr12	17701263	17703411	Merged-chr12-17702406-37	Hpcal1	6.23047565769158e-05	0.650875210396045
chr2	132686599	132687709	Merged-chr2-132687049-57	Shld1	6.23745666489124e-05	0.459363115229263
chr18	64515305	64517775	Merged-chr18-64516681-57	Nars	6.2786981079414e-05	0.280586445415316
chr9	72488368	72488843	Merged-chr9-72488612-3	Tex9	6.3351688954644e-05	1.12794943072473
chr15	59685036	59686498	Merged-chr15-59685616-28	Trib1	6.34439102422247e-05	0.7331081045857
chr19	25671867	25675370	Merged-chr19-25673234-60	Dmrt2	6.35077577441378e-05	0.391898341911878
chr2	131909264	131911309	Merged-chr2-131910092-57	Prnp	6.35077577441378e-05	0.410643271067215
chr4	106827427	106829722	Merged-chr4-106828366-57	Acot11	6.37571443472458e-05	0.308913260514666
chr3	97680453	97682652	Merged-chr3-97681461-57	Mir7225	6.3945561567166e-05	0.366805085171078
chr19	57293442	57294773	Merged-chr19-57293973-32	Ablim1	6.39491016995384e-05	0.588635378715257
chr11	6526785	6529295	Merged-chr11-6528341-57	Snhg15	6.41228409942293e-05	0.362078916220138
chr13	13528924	13529970	Merged-chr13-13529363-57	Lyst	6.41253349652757e-05	0.492157800623351
